,Model,Scenario,Region,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099
480,OECD Env-Growth,SSP1,ERI,1,1.05312,1.1090617344000002,1.1679750937313282,1.2300179307103365,1.313142542467741,1.401884715487711,1.4966240845603704,1.5977659401949602,1.7057429624333356,1.8394561532584848,1.9836511211124173,2.1391495324964196,2.306837464348814,2.4876704531791174,2.6945451280654926,2.9186235009154187,3.1613362312515445,3.4242329522424226,3.708992164550902,4.019360628880522,4.355700726305244,4.720185763082466,5.115170907737207,5.543208409296657,5.996698289261216,6.487288176305676,7.018013222009243,7.5921568837018185,8.213271238357464,8.850867484591156,9.537960327419968,10.278392187637582,11.076303773163888,11.936157235074601,12.79854459530874,13.723239442319796,14.7147434920274,15.77788370932638,16.91783580732521,18.028660906434187,19.212422781550657,20.473910461387273,21.818227422281964,23.250812234829,24.602381950039607,26.03251841279541,27.54578870813121,29.147025405734876,30.841341992570246,32.40499803159356,34.04793143179535,35.77416155538737,37.587911546245515,39.49361866164016,41.26095809674856,43.10738597157806,45.03644149380618,47.05182225065401,49.15739129637078,51.10205769605521,53.12365509851116,55.22522689420826,57.40993687014314,59.681073972726004,61.772895615470055,63.93803560679228,66.17906375481036,68.49863993941646,70.89951726929301,73.076841444633,75.32103124539769,77.63414011494386,80.01828455787378,82.47564607664609,84.64722983784418,86.87599139947461,89.16343625302278,91.51110952956486,93.9205970434783
481,OECD Env-Growth,SSP2,ERI,1,1.04235,1.0864935225000003,1.1325065231778755,1.1804681744344587,1.234982194729842,1.2920136724824662,1.3516788638777066,1.4140993938115793,1.4794025038177983,1.5501031494752509,1.624182578988673,1.7018022644385418,1.7831313946560596,1.8683472440066726,1.9660991718131016,2.0689654804823627,2.1772137544212,2.2911255780525166,2.410997268296224,2.546302434993008,2.6892009276448157,2.8401188837042426,2.9995063554577244,3.1678386521260116,3.35559644903752,3.5544826505719733,3.7651568372713737,3.9883176830164477,4.2247052720888325,4.483045999477064,4.757184262345087,5.048086079987489,5.356776543778724,5.684343429430793,6.035351636198144,6.408034599733379,6.803730736266915,7.223861109231397,7.669934532726435,8.135729656898912,8.629812518962382,9.153901033238967,9.709817442987568,10.299494656300203,10.90180910380064,11.539346900190901,12.214167906914067,12.928452446110402,13.684508345158939,14.446324924733938,15.250551833293878,16.09955005385335,16.995812005351368,17.94196885968928,18.894866825827375,19.898373202947067,20.955175803755584,22.068105190693043,23.24014225737075,24.416325857016282,25.652036108639876,26.950285656098142,28.31423961315327,29.747223279974957,31.17538746964656,32.672117822064294,34.2407061987016,35.88460250330127,37.607422269484765,39.30088449427966,41.070603323057064,42.92001259069432,44.85270075765328,46.872417872770406,48.83074749149475,50.8708961216894,52.996282161653575,55.21046683036746,57.517160134540205
482,OECD Env-Growth,SSP3,ERI,1,1.03169,1.0643842561,1.0981145931758092,1.1329138446335505,1.1673997420641957,1.2029353902126299,1.2395527434907023,1.2772847290025593,1.3161652761533973,1.3514385055543083,1.3876570575031637,1.4248462666442483,1.463032146590314,1.5022414081189344,1.5454759158445974,1.589954712702605,1.635713609334186,1.6827894470108238,1.7312201272957954,1.7848879512419649,1.8402194777304657,1.89726628154011,1.9560815362678532,2.0167200638921563,2.084199517229988,2.1539368330765036,2.2260075595112436,2.3004897724524898,2.37746416023875,2.4620781097016473,2.549703469625929,2.640447416109916,2.734420939649268,2.831738980891385,2.9367115449130288,3.0455754418829546,3.1584749235135554,3.2755595889282025,3.396984582889771,3.5255944191979776,3.659073423908813,3.797605943738001,3.9413833047679216,4.090604076686435,4.245269816825949,4.405783468600137,4.572366141547907,4.745247305359833,4.924665105975488,5.108453607730493,5.299101096370996,5.4968635492875615,5.702006496946973,5.914805379413035,6.133298290128552,6.3598623289659,6.594795643397901,6.838407394465019,7.091018163616557,7.347500290594568,7.613259376105374,7.888630967739106,8.173962749842229,8.469614982504023,8.76884647983589,9.078649825968492,9.39939852431996,9.731479274184185,10.075292436941114,10.420774214603824,10.778102562422589,11.14768369928806,11.529937773336647,11.92529933958436,12.321696289632143,12.731269474299514,13.15445687162523,13.591711018038053,14.043499492277636
483,OECD Env-Growth,SSP4,ERI,1,1.02971,1.0603026840999998,1.0918042768446108,1.1242417819096642,1.1548548856310645,1.1863015841667985,1.2186045763036606,1.2517871789164094,1.2858733437983034,1.3113722122058238,1.3373767231738654,1.363896903594403,1.3909429791926802,1.418525378470071,1.4463852169032234,1.4747922225632029,1.5037571418143443,1.5332909320795782,1.5634047659856214,1.5949386401155514,1.6271085524866822,1.6599273319903385,1.6934080662765836,1.7275641069733823,1.7641020878358693,1.801412846993598,1.8395127287075126,1.8784184229196765,1.9181469725644278,1.9603845689002963,2.0035522371074808,2.0476704573685875,2.092760160839844,2.1388427395815373,2.1867955938029557,2.235823551016018,2.2859507150297973,2.3372017300607655,2.3896017928487283,2.442842120793398,2.4972686432446753,2.552907788616167,2.6097865741465354,2.6679326190185204,2.7258534361774123,2.7850317142768235,2.845494752793773,2.9072704438769255,2.9703872852134934,3.0327951220758287,3.096514147590642,3.161571909831521,3.2279965356570814,3.295816742871237,3.363842400444099,3.4332721075892656,3.504134843889908,3.5764601870677954,3.6502783253288746,3.7239774447172644,3.7991645493261057,3.8758696815769995,3.9541234904480387,4.0339572437201845,4.114111974152904,4.195859379079323,4.27923110494163,4.364259426996821,4.450977261811247,4.538082886824894,4.626893168920057,4.717441468235823,4.809761797769199,4.903888836151543,4.999612746233221,5.097205187039694,5.196702632290709,5.298142267673024,5.401562004738001
484,OECD Env-Growth,SSP5,ERI,1,1.06086,1.1254239395999999,1.1939172405640557,1.266579043824784,1.3716797728813646,1.4855017604350602,1.6087686965159615,1.742264322952856,1.886837416471484,2.0709361431966067,2.2729973826882994,2.4947737373171965,2.738188810867235,3.005353893143551,3.3054384793739344,3.6354865115394217,3.998489839716633,4.397739050212339,4.8368532943760405,5.307382382852942,5.823684541056876,6.3902125732108885,7.011852452332844,7.693965458895784,8.404733987988577,9.18116331379896,10.029319180727708,10.955827686643332,11.967927048335442,12.99429647200069,14.10868733743947,15.31864836349828,16.632375647151893,18.05876818265164,19.479451475580845,21.01189992316479,22.664906090120166,24.44795425222992,26.37127481325285,28.241789335756874,30.244979453342108,32.39025584596766,34.68769669312214,37.1480950195653,39.477652058242235,41.95329561881461,44.58418678707047,47.38006114048766,50.35126477460764,53.117563261324584,56.03584218690175,59.114451356650136,62.362199314184494,65.78837854450579,69.000825068834,72.37013535694517,75.90396906642479,79.61035987593831,83.49773374868037,87.14407978148526,90.94966174554273,94.92143347397058,99.06665247377889,103.39289318730881,107.45209817384257,111.67066754814763,116.05485795608791,120.61117167944394,125.34636627957892,129.7460237359921,134.30010916912542,139.01404300096172,143.89343591029547,148.94409551074682,153.54944694393913,158.29719584344573,163.19174513892509,168.23763389862066,173.439541538766
485,IIASA GDP,SSP1,ESP,1,1.03374,1.0686183876000002,1.1046735719976242,1.1419452583168241,1.1768887832213188,1.212901579987891,1.2500163683355205,1.2882668692065875,1.3276878354043091,1.3641328664861574,1.4015783136712023,1.4400516383814768,1.4795810558550482,1.5201955558382692,1.5569082785117632,1.594507613437822,1.6330149723023453,1.6724522838834468,1.7128420065392318,1.7489487160370787,1.7858165549711402,1.8234615679499317,1.8619001378023163,1.9011489927071892,1.9359970537435118,1.9714838797386303,2.0076211792542393,2.0444208754699695,2.081895110117334,2.115850819363348,2.1503603462271643,2.1854327234741295,2.2210771311939927,2.2573028992037667,2.2900563642712135,2.3232850821167887,2.3569959486583034,2.3911959598733357,2.425892213251098,2.455827723162616,2.4861326372664427,2.516811514010311,2.5478689680931983,2.5793096711594683,2.6046384921302543,2.6302160421229734,2.6560447636566207,2.6821271232357287,2.708465611585903,2.7289145269533766,2.7495178316318745,2.770276691260695,2.791192280279713,2.8122657819958246,2.8288581501096,2.845548413195247,2.862337148833099,2.8792249380112143,2.8962123651454803,2.9099983360035733,2.9238499280829506,2.937767453740626,2.9517512268204316,2.965801562660097,2.9787027994576687,2.9916601566353096,3.0046738783166735,3.0177442096873515,3.030871396999492,3.0442981572881993,3.0577843981249857,3.071330383008679,3.084936376605407,3.098602644753769,3.1122674824171335,3.125992582014593,3.1397782093012774,3.153624631204296,3.1675321158279073
486,IIASA GDP,SSP2,ESP,1,1.03223,1.0654987729,1.099839798350567,1.1352876350514058,1.1676319797740202,1.200897814877782,1.23511139362365,1.2702997172279877,1.306490556171813,1.339361858565096,1.373060202926594,1.407606397632227,1.443021774596654,1.479328202445506,1.5117402833610871,1.5448625129695286,1.578710450628691,1.6132999966019659,1.648647399527515,1.6796419706386323,1.7112192396866384,1.743390161392747,1.7761658964269305,1.8095578152797567,1.8384202624334687,1.8677430656192824,1.8975335675159097,1.9277992279177882,1.9585476256030767,1.9858106085514715,2.013453092222508,2.041480359266245,2.069897765867231,2.0987107427681027,2.1245248849041505,2.1506565409884715,2.1771096164426296,2.203888064724874,2.2309958879209897,2.2546667542918315,2.278588768554868,2.302764595389235,2.3271969277463147,2.351888487149703,2.372796775800464,2.3938909391373304,2.4151726295862614,2.4366435142632836,2.4583052751050842,2.476545900246364,2.4949218708261918,2.5134341911077223,2.5320838728057415,2.55087193514196,2.567274041684923,2.583781613772957,2.600395329549517,2.61711587151852,2.633943926572384,2.6495632140569585,2.665275123916316,2.68108020540114,2.6969790110191685,2.712972096554512,2.728598815830666,2.7443155450098504,2.760122802549107,2.77602110989179,2.7920109914847666,2.8076183329271664,2.823312919408229,2.839095238627721,2.85496578101165,2.870925039727505,2.88562417593091,2.9003985717116763,2.91524861239884,2.9301746852943222,2.945177179683029
487,IIASA GDP,SSP3,ESP,1,1.00722,1.0144921284,1.021816761567048,1.0291942785855621,1.0370779067595275,1.0450219235253055,1.0530267914595093,1.0610929766820891,1.0692209488834739,1.0786835542810926,1.0882299037364804,1.0978607383845482,1.1075768059192515,1.1173788606516368,1.1276252248038123,1.137965548115263,1.14840069219148,1.1589315265388758,1.1695589286372372,1.1787984441734713,1.1881109518824418,1.197497028402313,1.2069572549266914,1.2164922172406123,1.2231099349024013,1.2297636529482705,1.2364535672203092,1.243179874625988,1.2499427731439534,1.2542925739944943,1.2586575121519952,1.263037640294284,1.267433011282508,1.271843678161771,1.2745272683226925,1.2772165208588535,1.2799114477178657,1.2826120608725504,1.2853183723209916,1.2867579288979911,1.2881990977783568,1.2896418807678687,1.2910862796743288,1.292532296307564,1.2929329813194195,1.2933337905436286,1.2937347240186972,1.294135781783143,1.2945369638754958,1.294045039829223,1.2935533027140877,1.2930617524590564,1.292570388993122,1.2920792122453044,1.2911230736282429,1.290167642553758,1.2892129184982684,1.2882589009385796,1.2873055893518852,1.2864817137747,1.2856583654778841,1.2848355441239783,1.284013249375739,1.2831914808961387,1.2829861702591951,1.2827808924719537,1.282575647529158,1.2823704354255534,1.2821652561558852,1.2823319376391853,1.2824986407910783,1.2826653656143812,1.282832112111911,1.2829988802864856,1.2827551104992312,1.2825113870282363,1.2822677098647008,1.2820240789998265,1.2817804944248166
488,IIASA GDP,SSP4,ESP,1,1.03036,1.0616417295999998,1.0938731725106556,1.127083162028079,1.1561393659451629,1.185944638799229,1.216518291587473,1.247880133144598,1.2800504829770656,1.3084036011750075,1.3373847409410338,1.3670078129528775,1.3972870360097835,1.4282369438574,1.4552020573574278,1.4826762722003362,1.5106692002194786,1.5391906347196223,1.5682505539031288,1.5926525325218615,1.6174342059279017,1.6426014821721397,1.6681603612347382,1.6941169364555508,1.7147512807415797,1.7356369513410121,1.756777009408346,1.7781745533829396,1.799832719443144,1.817723056674409,1.8357912238577527,1.854038988622899,1.8724681361698108,1.8910804694433387,1.9070979210195238,1.9232510404105592,1.9395409767228367,1.955968888795679,1.9725359452837783,1.9867184787303687,2.00100298459244,2.01539019605166,2.029880851561271,2.044475694883997,2.0565381014838127,2.068671676282567,2.080876839172634,2.0931540125237524,2.105503621197643,2.1149573324568203,2.1244534908795516,2.133992287053601,2.1435739124224718,2.153198559289249,2.160002666736603,2.1668282751634904,2.1736754525130073,2.1805442669429485,2.187434786826488,2.192290892053243,2.1971577778336018,2.2020354681003926,2.2069239868395756,2.21182335809036,2.2160258224707317,2.2202362715334263,2.22445472044934,2.2286811844181935,2.232915678668588,2.236912597733405,2.2409166712833475,2.2449279121249446,2.2489463330876482,2.252971947023875,2.2561035780302383,2.2592395620037005,2.2623799049948854,2.265524613062828,2.2686736922749855
489,IIASA GDP,SSP5,ESP,1,1.03876,1.0790223375999999,1.1208452434053757,1.164289205039768,1.2076473350354489,1.2526201217921689,1.2992676951277091,1.347652424094265,1.3978390003675352,1.446931106060443,1.4977473265052859,1.5503482126121515,1.6047964418390903,1.6611568928764793,1.7149285414988908,1.77044077838721,1.827749946383604,1.8869142121480413,1.9479936251952734,2.005829555927321,2.065382635442803,2.1267038458890997,2.189845683073547,2.2548622014040007,2.3161493560381614,2.3791022955352785,2.443766295927927,2.510187863851248,2.578414769990725,2.6435455270806907,2.710321487094749,2.7787842078587626,2.848976296949275,2.920941438210214,2.9898464467375927,3.0603769244161323,3.1325712160631087,3.2064685710500376,3.282109164641108,3.3530683647806487,3.4255617028272063,3.4996223468423304,3.5752841819810617,3.652581825995492,3.7232227585102446,3.7952298866598326,3.8686296326678336,3.9434489297636293,4.019715232065257,4.0892965027323065,4.160082225194603,4.2320932485127205,4.305350782644475,4.379876404692051,4.449209848178326,4.519640840074989,4.591186754573376,4.663865240898272,4.7376942276616925,4.807575217519703,4.878486951978118,4.950444634519796,5.023463692878963,5.097559782348927,5.169894155660458,5.24325495372928,5.317656741522698,5.393114290684904,5.469642582469723,5.546436364327597,5.624308330882757,5.703273619848351,5.783347581471022,5.864545781514875,5.946297549709192,6.029188937552139,6.1132358313416155,6.198454338830518,6.2848607923138164
490,OECD Env-Growth,SSP1,ESP,1,1.01273,1.0256220528999997,1.0386782216334167,1.05190059539481,1.0690255370878374,1.0864292728316276,1.1041163413933266,1.12209135543121,1.1403590026976302,1.1608968683362146,1.18180462093495,1.2030889221579886,1.224756553646054,1.2468144191772197,1.268259627187068,1.2900736927746859,1.3122629602904106,1.3348338832074058,1.3577930259985733,1.3789881751344109,1.4005141805482588,1.422376206906617,1.4445794994964292,1.4671293854835683,1.48931238179208,1.5118307850047763,1.5346896664740486,1.5578941742311363,1.581449534145511,1.6065313237570589,1.6320109105518459,1.657894603593198,1.684188812006186,1.7109000465646043,1.739095679331989,1.7677559761273802,1.7968885946139594,1.8265013186531975,1.8566020603846023,1.8862705613095485,1.9164131648792753,1.9470374472540464,1.9781511056611663,2.009761960329632,2.0375971634801973,2.0658178841943977,2.09442946189049,2.1234373099376733,2.15284691668031,2.1778845263213022,2.203213323362419,2.228836694313124,2.254758065067986,2.280980901364727,2.3053417773913023,2.3299628275738415,2.3548468305723302,2.3799965947228428,2.405414958354483,2.428915862497606,2.452646370474208,2.4766087255137412,2.5008051927620105,2.5252380594952957,2.5491268115381214,2.573241551175272,2.59758441624939,2.622157564827109,2.6469631753903737,2.670732904705379,2.6947160861896333,2.7189146366436163,2.743330490080676,2.7679655978816005,2.7897494871369286,2.8117048156006965,2.833832932499474,2.856135197678245,2.8786129816839727
491,OECD Env-Growth,SSP2,ESP,1,1.01133,1.0227883689000001,1.0343765611196372,1.0460960475571228,1.0595593036891828,1.0731958319276624,1.0870078622845714,1.1009976534721737,1.1151674932723605,1.1298207941339593,1.1446666393688794,1.1597075590101864,1.17494611633558,1.1903849083042295,1.2053599504506967,1.2205233786273664,1.2358775627304988,1.2514249024696484,1.2671678277427167,1.282183766501468,1.2973776441345102,1.312751569217504,1.3283076753127314,1.3440481212651871,1.3608352822997896,1.377832114975714,1.3950412380917607,1.412465303155527,1.4301069947919396,1.4500998905791311,1.4703722870494276,1.4909280916223788,1.5117712663432599,1.5329058286467387,1.5561600100673096,1.5797669574200306,1.6037320221640923,1.6280606369403214,1.652758316802706,1.6780455190497876,1.7037196154912495,1.7297865256082658,1.7562522594500725,1.7831229190196587,1.8081223023443143,1.8334721770231814,1.8591774569450463,1.8852431248914157,1.911674233502393,1.9357422121021883,1.960113206552555,1.984791031823052,2.0097795509137044,2.0350826754597082,2.059931034927071,2.0850827928635307,2.1105416537643946,2.136311367356858,2.1623957291522853,2.18830122998753,2.2145170787227806,2.2410469933258796,2.267894736305924,2.295064115246869,2.3226966871944414,2.350661955308263,2.3789639252501744,2.4076066509101866,2.4365942349871452,2.4652973150752935,2.4943385174468804,2.5237218251824043,2.5534512682830526,2.583530924223427,2.6115880700604936,2.639949916501351,2.668619772594556,2.697600983324933,2.726896930003842
492,OECD Env-Growth,SSP3,ESP,1,1.00622,1.0124786883999999,1.0187763058418478,1.025113094464184,1.0309459879716851,1.036812070643244,1.042711531325204,1.0486445599384444,1.054611347484494,1.0588825234418064,1.0631709976617458,1.067476840202276,1.0718001214050954,1.0761409118967862,1.078217863856747,1.0802988243339906,1.0823838010649551,1.0844728018010106,1.0865658343084865,1.0865332373334573,1.0865006413363374,1.0864680463170973,1.0864354522757078,1.0864028592121395,1.0866527318697583,1.0869026619980884,1.0871526496103479,1.0874026947197581,1.0876527973395436,1.0891102520879785,1.0905696598257764,1.0920310231699428,1.0934943447409904,1.0949596271629431,1.0974342359203313,1.0999144372935112,1.1024002439217946,1.1048916684730579,1.107388723643807,1.110046456580552,1.1127105680763452,1.1153810734397283,1.1180579880159836,1.120741327187222,1.121615505422428,1.1224903655166574,1.1233659080017604,1.1242421334100017,1.1251190422740616,1.1242864541827788,1.1234544822066836,1.1226231258898507,1.1217923847766922,1.1209622584119574,1.120637179357018,1.1203121945750045,1.1199873040385777,1.1196625077204065,1.1193378055931675,1.1194497393737268,1.1195616843476641,1.119673640516099,1.1197856078801505,1.1198975864409384,1.120905494268735,1.1219143092135768,1.122924032091869,1.1239346637207515,1.1249462049181,1.1261611468194115,1.1273774008579764,1.1285949684509031,1.12981385101683,1.1310340499759282,1.1311245326999264,1.1312150226625426,1.1313055198643558,1.131396024305945,1.1314865359878896
493,OECD Env-Growth,SSP4,ESP,1,1.01072,1.0215549184000001,1.0325059871252482,1.043574451307231,1.0579966502242968,1.0726181639303964,1.0874417469559146,1.1024701918988453,1.1177063299508874,1.1347289973560395,1.152010919985772,1.1695560462971555,1.1873683848822612,1.205452005384018,1.2226296964607404,1.240052169635306,1.257722913052609,1.2756454645636088,1.2938234124336403,1.310578425624656,1.3275504162364953,1.3447421941267579,1.3621566055406995,1.3797965335824516,1.3983134030631281,1.4170787689322353,1.436095966011306,1.4553683738751777,1.4748994174525825,1.496123220069725,1.5176524332065282,1.53949145172037,1.5616447337106258,1.5841168014287217,1.607735982938024,1.63170732644363,1.6560360826809044,1.6807275806736766,1.705787228901521,1.7303335071254138,1.7552330062929484,1.780490809253504,1.8061120719986616,1.8321020247147222,1.8546368796187132,1.8774489132380232,1.9005415348708508,1.9239181957497622,1.9475823895574842,1.967428254107075,1.987476348016426,2.0077287320027133,2.0281874877818207,2.048854718282317,2.0686261663137415,2.088588408818669,2.108743286963769,2.129092659682969,2.14963840384891,2.169243106092012,2.189026603219571,2.2089905258409335,2.2291365194366026,2.2494662444938647,2.2696664513694196,2.290048056102717,2.310612687646519,2.331361989581585,2.3522976202480277,2.3721745351391235,2.3922194099610494,2.4124336639752206,2.4328187284358114,2.453376046691094,2.470745949101667,2.488238830421307,2.5058555613406894,2.5235970187149817,2.5414640856074837
494,OECD Env-Growth,SSP5,ESP,1,1.01736,1.0350213696000001,1.0529893405762563,1.0712692355286602,1.0968618575654399,1.1230658873426782,1.1498959313912946,1.1773669451922326,1.205494241512875,1.238548893615158,1.2725099042780856,1.3074021258533908,1.3432510921442908,1.3800830370908872,1.4172486732797447,1.455415180051168,1.494609510849946,1.5348593449771348,1.576193107137369,1.616780079646156,1.6584121666970444,1.7011162799894932,1.7449200241992227,1.7898517148223525,1.8356898172389529,1.8827018334584422,1.9309178274133127,1.9803686329733674,2.031085873663815,2.085315866490639,2.1409938001259388,2.1981583345893014,2.2568491621228355,2.317107034751515,2.3814067549658695,2.4474907924161724,2.515408661905721,2.585211252273605,2.6569508645241973,2.73030927789371,2.805693117056355,2.8831583040182807,2.9627623047922254,3.0445641720275383,3.1237837317836945,3.205064584484706,3.2884603649729978,3.374026103669595,3.4618182628870775,3.5458019739447177,3.6318231298326165,3.7199311589623556,3.8101766888787822,3.9026115753509814,3.99365950340392,4.086831579618334,4.18217736037083,4.279747558188282,4.379594068720815,4.47787215962291,4.578355610884849,4.681093910793105,4.786137658151302,4.893538587200218,5.0013432422762385,5.111522833903584,5.22412968193448,5.339217258827497,5.456840215039467,5.573944006054214,5.6935608444241375,5.81574466014548,5.940550540552202,6.0680347551524525,6.192429467633078,6.319374271719556,6.448921444289807,6.581124333897748,6.716037382742651
495,IIASA GDP,SSP1,EST,1,1.02183,1.0441365489,1.0669300497624872,1.0902211327488023,1.1090165450773914,1.1281359903145256,1.147585054787548,1.167369421132085,1.1874948699524022,1.2037041749272523,1.2201347369150093,1.2367895760738992,1.2536717537873079,1.2707843732265045,1.2848392483943898,1.2990495704816318,1.3134170587311589,1.3279434514007256,1.3426305059732178,1.35556003774574,1.3686140809092315,1.3817938345083876,1.3951005091347033,1.4085353270376706,1.4216206202258506,1.4348274757877488,1.4481570230378171,1.4616104017818385,1.4751887624143918,1.4907372519702395,1.5064496226060058,1.5223276016282732,1.5383729345494352,1.5545873852795862,1.5738487229832,1.593348708660962,1.613090299161271,1.633076487967879,1.6533103056538008,1.6760433223565405,1.6990889180389428,1.722451390661978,1.74613509728358,1.770144454871229,1.7955106249095336,1.8212402921644872,1.8473386655512043,1.873811028628553,1.9006627406688001,1.928013277507024,1.9557573885703499,1.9839007373918771,2.012449069002946,2.041408211105898,2.0703145513751577,2.09963020542263,2.1293609691314144,2.159512720454315,2.190091420575948,2.22013947486625,2.2505997884614146,2.281478017559105,2.312779895960016,2.344511236132587,2.3752477784382853,2.406387276813611,2.4379350140126377,2.469896342046343,2.5022766830905705,2.5334550505618787,2.5650219004918795,2.596982073372008,2.6293404700062233,2.6621020522625005,2.694872528525852,2.7280464093520056,2.761628660651129,2.7956243094637445,2.830038444713243
496,IIASA GDP,SSP2,EST,1,1.01941,1.0391967481,1.059367556980621,1.0799298812616147,1.0945737304515222,1.1094161502364448,1.124459833233651,1.1397075085722994,1.1551619423885398,1.1667828715289683,1.1785207072165498,1.1903766255311483,1.2023518143839915,1.2144474736366944,1.2244909542436697,1.2346174944352648,1.2448277811142445,1.2551225068640592,1.265502369995825,1.2751075329840933,1.2847855991594426,1.2945371218570627,1.3043626586119579,1.3142627711908226,1.3235151811000059,1.33283272797495,1.3422158703798934,1.3516650701073678,1.3611807922009236,1.3712807536790543,1.381455656871353,1.3917060578453384,1.4020325167945509,1.4124355980691665,1.424497798076677,1.4366630092722519,1.4489321113714368,1.4613059916025488,1.4737855447708346,1.4880223131333208,1.5023966086781886,1.51690975991802,1.531563108198828,1.5463580078240287,1.5623782767850856,1.578564515732579,1.5949184441155684,1.6114417991966055,1.6281363362362822,1.6453945814003867,1.6628357639632307,1.680461823061241,1.6982747183856899,1.7162764304005782,1.7344174722699122,1.752750264951805,1.7712768352523456,1.7899992314009627,1.8089195232768709,1.8279674458569761,1.84721594306185,1.8666671269422912,1.8863231317889935,1.9061861143667314,1.9263916871790185,1.946811439063116,1.9674476403171848,1.9883025853045468,2.009378592708775,2.0308186622929774,2.0524874974196434,2.074387539017111,2.0965212540584237,2.118891135839227,2.141457326435915,2.1642638469624575,2.1873132569326077,2.21060814311894,2.234151119843157
497,IIASA GDP,SSP3,EST,1,1.01517,1.0305701288999998,1.0462038777554126,1.062074790580962,1.0696261423419926,1.077231184214044,1.0848902979338058,1.092603867952115,1.1003722814532546,1.1033983052272511,1.1064326505666262,1.1094753403556845,1.1125263975416626,1.115585845134902,1.1165564048201695,1.117527808892363,1.1185000580860993,1.1194731531366342,1.120447094779863,1.1206935931407147,1.1209401457312058,1.1211867525632668,1.1214334136488309,1.1216801289998337,1.1210744217301738,1.1204690415424394,1.1198639882600065,1.1192592617063462,1.1186548617050247,1.117592139586405,1.116530427053798,1.1154697231480968,1.1144100269111061,1.1133513373855406,1.112082116860921,1.1108143432476996,1.1095480148963972,1.1082831301594154,1.1070196873910336,1.105968018688012,1.1049173490702584,1.1038676775886416,1.1028190032949323,1.1017713252418022,1.1012204395791814,1.1006698293593917,1.1001194944447121,1.0995694346974898,1.099019649980141,1.0987668754606457,1.0985141590792897,1.0982615008227015,1.0980089006775122,1.0977563586303565,1.0974819195406988,1.0972075490608137,1.0969332471735487,1.0966590138617553,1.09638484910829,1.096023042108084,1.0956613545041884,1.095299786257202,1.094938337327737,1.0945770076764187,1.094281471884346,1.0939860158869374,1.093690639662648,1.093395343189939,1.0931001264472777,1.0928049894131369,1.0925099320659952,1.0922149543843374,1.0919200563466536,1.09162523793144,1.0910794253124743,1.0905338855998181,1.0899886186570182,1.0894436243476897,1.088898902535516
498,IIASA GDP,SSP4,EST,1,1.01756,1.0354283536,1.053610475489216,1.0721118754388066,1.0831331855183175,1.0942677946654458,1.1055168675946065,1.1168815809934791,1.1283631236460923,1.1357651857372104,1.1432158053556465,1.1507153010387794,1.1582639934135937,1.1658622052103866,1.1719829817877412,1.1781358924421268,1.1843211058774479,1.1905387916833043,1.1967891203396417,1.202892744853374,1.2090274978521263,1.2151935380911723,1.2213910251354374,1.2276201193636282,1.2334513149306054,1.239310208676526,1.2451969321677394,1.2511116175955361,1.2570543977791149,1.2629751239926545,1.26892373682666,1.2749003676271136,1.2809051483586373,1.2869382116074064,1.2937203759825775,1.300538282364006,1.3073921191120643,1.314282075579785,1.3212083421180907,1.3290298955034296,1.3368977524848098,1.3448121871795198,1.3527734753276224,1.3607818943015617,1.3695317218819207,1.3783378108536215,1.3872005229774103,1.396120222340155,1.4050972753698021,1.4141179998776763,1.4231966374368912,1.4323335598492362,1.4415291413034683,1.4507837583906367,1.4594304295906448,1.468128634951005,1.476878681615313,1.4856808785577402,1.4945355365939443,1.5025761377808198,1.5106599974020805,1.5187873481881036,1.5269584241213554,1.5351734604431282,1.5429107346837614,1.5506870047865675,1.5585024672906918,1.5663573197258367,1.5742517606172548,1.5819498517266732,1.5896855865016168,1.59745914901961,1.605270724258316,1.6131204980999392,1.6209280013107428,1.6287732928370866,1.6366565555744181,1.6445779733033983,1.6525377306941866
